Data; Przewoznik; Czy_przesiadka; Cena; Godzina_odlotu; Kraj_odlotu; Miejsce_odlotu; Godzina_przylotu; Miejsce_przylotu
24/05/19; Ryanair; 0; 19.99; 09:35; Greece; Athens ATH; 11:25; Poznan POZ
31/05/19; Ryanair; 0; 19.85; 11:50; Greece; Poznan POZ; 15:35; Athens ATH
04/10/19; Ryanair; 0; 19.97; 15:25; Greece; Chania CHQ; 16:45; Thessaloni SKG
11/10/19; Ryanair; 0; 19.97; 13:40; Greece; Thessaloni SKG; 15:00; Chania CHQ
08/10/19; Ryanair; 0; 19.99; 09:55; Greece; Thessaloni SKG; 10:45; Rome CIARome (Ciampino) CIA
12/10/19; Ryanair; 0; 19.99; 06:45; Greece; Rome CIARome (Ciampino) CIA; 09:30; Thessaloni SKG
02/06/19; Ryanair; 0; 19.99; 21:05; Greece; Thessaloni SKG; 21:45; Naples NAP
09/06/19; Ryanair; 0; 19.99; 22:10; Greece; Naples NAP; 00:50; Thessaloni SKG
28/05/19; Laudamotion; 0; 14.99; 13:40; Greece; Kos KGS; 15:10; Vienna VIE
04/06/19; Laudamotion; 0; 24.99; 09:30; Greece; Vienna VIE; 13:05; Kos KGS
28/05/19; Ryanair; 0; 19.99; 09:10; Greece; Thessaloni SKG; 11:20; Paris BVAParis (Beauvais) BVA
04/06/19; Ryanair; 0; 19.99; 11:45; Greece; Paris BVAParis (Beauvais) BVA; 15:35; Thessaloni SKG
24/09/19; Ryanair; 0; 19.99; 17:50; Greece; Chania CHQ; 19:15; Paphos PFO
28/09/19; Ryanair; 0; 19.99; 19:15; Greece; Paphos PFO; 20:50; Chania CHQ
03/06/19; Ryanair; 0; 19.99; 14:25; Greece; Athens ATH; 15:00; Catania CTA
10/06/19; Ryanair; 0; 19.99; 15:25; Greece; Catania CTA; 18:00; Athens ATH
15/05/19; Laudamotion; 0; 19.99; 23:00; Greece; Mikonos JMK; 00:20; Vienna VIE
22/05/19; Laudamotion; 0; 19.99; 19:10; Greece; Vienna VIE; 22:25; Mikonos JMK
15/05/19; Ryanair; 0; 19.99; 20:50; Greece; Chania CHQ; 23:15; Frankfurt HHNFrankfurt (Hahn) HHN
22/05/19; Ryanair; 0; 19.99; 16:15; Greece; Frankfurt HHNFrankfurt (Hahn) HHN; 20:25; Chania CHQ
17/05/19; Wizz Air; 0; 14.99; 21:30; Greece; Thessaloni SKG; 22:25; Vienna VIE
21/05/19; Laudamotion; 1; 7.99; 06:10; Vienna VIE; 11:50; Thessaloni SKG
21/05/19; Ryanair; 1; 17.99; 08:45; Greece; Milan BGYMilan (Bergamo) BGY; 07:40; Milan BGYMilan (Bergamo) BGY OE1318
15/05/19; Ryanair; 1; 14.68; 23:25; Greece; Thessaloni SKG; 00:25; Bologna BLQ
22/05/19; Laudamotion; 1; 9.99; 15:45; Bologna BLQ; 20:55; Thessaloni SKG
22/05/19; Wizz Air; 1; 17.49; 18:05; Greece; Vienna VIE; 17:05; Vienna VIE OE1303
10/05/19; Ryanair; 1; 3.99; 20:40; Greece; Kefalonia EFL; 22:05; London STNLondon (Stansted) STN
14/05/19; Ryanair; 1; 23.57; 08:05; London STNLondon (Stansted) STN; 16:35; Kefalonia EFL
14/05/19; Ryanair; 1; 14.99; 13:30; Greece; Milan BGYMilan (Bergamo) BGY; 11:05; Milan BGYMilan (Bergamo) BGY FR4192
28/05/19; Ryanair; 1; 9.99; 23:00; Greece; Corfu CFU; 23:45; Bratislava BTS
04/06/19; Ryanair; 0; 32.63; 19:50; Greece; Bratislava BTS; 22:35; Corfu CFU
02/05/19; Ryanair; 0; 17.99; 16:30; Greece; Corfu CFU; 17:10; Budapest BUD
09/05/19; Ryanair; 0; 24.73; 13:20; Greece; Budapest BUD; 16:00; Corfu CFU
18/06/19; Ryanair; 0; 19.99; 21:00; Greece; Athens ATH; 21:50; Malta MLA
22/06/19; Ryanair; 0; 22.98; 16:25; Greece; Malta MLA; 19:10; Athens ATH
12/06/19; Ryanair; 1; 17.99; 08:40; Athens ATH; 00:25; Sofia SOF
12/06/19; Wizz Air; 1; 9.99; 21:55; Greece; Bratislava BTS; 09:50; Bratislava BTS FR1246
18/06/19; Ryanair; 1; 14.99; 11:15; Greece; Sofia SOF; 12:35; Athens ATH
28/05/19; Ryanair; 0; 17.99; 09:35; Greece; Athens ATH; 11:10; Memmingen FMM
01/06/19; Ryanair; 0; 24.99; 20:25; Greece; Memmingen FMM; 23:59; Athens ATH
29/05/19; Ryanair; 0; 17.99; 20:55; Greece; Thessaloni SKG; 22:55; Brussels CRLBrussels (Charleroi) CRL
04/06/19; Ryanair; 0; 24.99; 16:00; Greece; Brussels CRLBrussels (Charleroi) CRL; 19:45; Thessaloni SKG
02/05/19; Ryanair; 0; 4.99; 16:55; Greece; Corfu CFU; 18:20; Warsaw WMIWarsaw (Modlin) WMI
06/05/19; Ryanair; 0; 38.37; 09:20; Greece; Warsaw WMIWarsaw (Modlin) WMI; 12:40; Corfu CFU
22/05/19; Ryanair; 0; 22.02; 15:55; Greece; Athens ATH; 17:40; Bucharest OTPBucharest (Otopeni) OTP
29/05/19; Ryanair; 0; 22.02; 13:45; Greece; Bucharest OTPBucharest (Otopeni) OTP; 15:30; Athens ATH
22/05/19; Ryanair; 0; 17.99; 12:30; Greece; Corfu CFU; 14:15; Brussels CRLBrussels (Charleroi) CRL
26/05/19; Ryanair; 0; 26.10; 17:05; Greece; Brussels CRLBrussels (Charleroi) CRL; 20:45; Corfu CFU
15/05/19; Ryanair; 0; 19.99; 21:50; Greece; Athens ATH; 23:25; Milan BGYMilan (Bergamo) BGY
21/05/19; Ryanair; 0; 24.47; 17:10; Greece; Milan BGYMilan (Bergamo) BGY; 20:35; Athens ATH
29/04/19; Wizz Air; 0; 29.99; 16:45; Greece; Thessaloni SKG; 18:25; Iasi IAS
03/05/19; Wizz Air; 0; 14.51; 14:25; Greece; Iasi IAS; 16:10; Thessaloni SKG
26/05/19; Wizz Air; 0; 24.99; 10:25; Greece; Athens ATH; 11:55; Katowice KTW
02/06/19; Ryanair; 0; 19.85; 20:40; Greece; Katowice KTW; 00:05; Athens ATH
06/06/19; Ryanair; 1; 19.99; 18:50; Thessaloni SKG; 23:15; Warsaw WMIWarsaw (Modlin) WMI
06/06/19; Ryanair; 1; 14.99; 21:15; Greece; Milan BGYMilan (Bergamo) BGY; 19:55; Milan BGYMilan (Bergamo) BGY FR4775
11/06/19; Ryanair; 1; 10.01; 08:45; Greece; Warsaw WMIWarsaw (Modlin) WMI; 12:00; Thessaloni SKG
25/05/19; Ryanair; 1; 17.99; 14:00; Thessaloni SKG; 21:35; Berlin SXFBerlin (Schonefeld) SXF
25/05/19; Wizz Air; 1; 9.34; 20:05; Greece; Budapest BUD; 14:40; Budapest BUD FR5251
31/05/19; Ryanair; 1; 17.99; 20:15; Greece; Berlin SXFBerlin (Schonefeld) SXF; 23:45; Thessaloni SKG
07/06/19; Ryanair; 0; 17.99; 19:50; Greece; Thessaloni SKG; 20:40; Bratislava BTS
14/06/19; Ryanair; 0; 27.53; 21:05; Greece; Bratislava BTS; 23:55; Thessaloni SKG
17/05/19; Laudamotion; 1; 14.99; 15:50; Corfu CFU; 19:25; Bologna BLQ
17/05/19; Laudamotion; 1; 17.94; 18:05; Greece; Vienna VIE; 16:45; Vienna VIE OE1035
21/05/19; Ryanair; 1; 12.99; 20:45; Greece; Bologna BLQ; 23:30; Corfu CFU
12/09/19; Ryanair; 0; 22.98; 20:05; Greece; Athens ATH; 21:05; Rome CIARome (Ciampino) CIA
19/09/19; Ryanair; 0; 22.98; 06:15; Greece; Rome CIARome (Ciampino) CIA; 09:10; Athens ATH
01/06/19; Ryanair; 0; 22.98; 09:15; Greece; Chania CHQ; 10:50; Sofia SOF
08/06/19; Ryanair; 0; 22.98; 07:15; Greece; Sofia SOF; 08:50; Chania CHQ
20/09/19; Ryanair; 0; 22.98; 09:50; Greece; Thessaloni SKG; 11:45; Paphos PFO
26/09/19; Ryanair; 0; 22.98; 19:20; Greece; Paphos PFO; 21:20; Thessaloni SKG
28/05/19; Ryanair; 0; 12.99; 11:55; Greece; Kalamata KLX; 13:15; Milan BGYMilan (Bergamo) BGY
02/06/19; Wizz Air; 1; 14.99; 09:20; Milan BGYMilan (Bergamo) BGY; 21:50; Kalamata KLX
02/06/19; Ryanair; 1; 17.99; 20:20; Greece; Sofia SOF; 12:20; Sofia SOF W64352
06/06/19; Ryanair; 1; 22.99; 16:25; Greece; Athens ATH; 18:35; Karlsruhe FKBKarlsruhe-Baden Baden FKB
13/06/19; Ryanair; 0; 22.99; 19:00; Greece; Karlsruhe FKBKarlsruhe-Baden Baden FKB; 22:50; Athens ATH
06/05/19; Ryanair; 0; 26.10; 21:55; Greece; Thessaloni SKG; 23:50; Barcelona GROBarcelona (Girona) GRO
10/05/19; Ryanair; 0; 19.99; 12:55; Greece; Barcelona GROBarcelona (Girona) GRO; 16:35; Thessaloni SKG
20/05/19; Ryanair; 0; 23.65; 11:00; Greece; Thessaloni SKG; 12:35; Karlsruhe FKBKarlsruhe-Baden Baden FKB
27/05/19; Ryanair; 0; 23.65; 07:00; Greece; Karlsruhe FKBKarlsruhe-Baden Baden FKB; 10:35; Thessaloni SKG
28/05/19; Ryanair; 0; 14.99; 22:35; Greece; Thessaloni SKG; 23:15; Budapest BUD
05/06/19; Ryanair; 1; 12.49; 08:10; Budapest BUD; 23:55; Thessaloni SKG
05/06/19; Ryanair; 1; 19.99; 20:25; Greece; Berlin SXFBerlin (Schonefeld) SXF; 09:40; Berlin SXFBerlin (Schonefeld) SXF FR197
14/05/19; Ryanair; 1; 17.99; 18:00; Greece; Mikonos JMK; 19:25; Bologna BLQ
22/05/19; Laudamotion; 1; 9.99; 15:45; Bologna BLQ; 22:25; Mikonos JMK
22/05/19; Laudamotion; 1; 19.99; 19:10; Greece; Vienna VIE; 17:05; Vienna VIE OE1303
28/05/19; Ryanair; 1; 17.99; 12:15; Greece; Thessaloni SKG; 13:20; Milan BGYMilan (Bergamo) BGY
05/06/19; Ryanair; 1; 9.99; 06:45; Milan BGYMilan (Bergamo) BGY; 19:20; Thessaloni SKG
05/06/19; Ryanair; 1; 19.99; 15:30; Greece; Bremen BRE; 08:30; Bremen BRE FR5217
08/05/19; Volotea; 1; 19.00; 19:20; Greece; Mikonos JMK; 20:05; Athens ATH
14/05/19; Volotea; 0; 29.00; 07:35; Greece; Athens ATH; 08:25; Mikonos JMK
28/05/19; Volotea; 0; 29.00; 17:10; Greece; Athens ATH; 18:00; Mikonos JMK
05/06/19; Volotea; 0; 19.00; 17:50; Greece; Mikonos JMK; 18:35; Athens ATH
21/05/19; Ryanair; 1; 17.99; 12:15; Thessaloni SKG; 15:50; Budapest BUD
21/05/19; Ryanair; 1; 12.99; 14:20; Greece; Milan BGYMilan (Bergamo) BGY; 13:20; Milan BGYMilan (Bergamo) BGY FR4775
25/05/19; Ryanair; 1; 17.80; 10:55; Greece; Budapest BUD; 13:35; Thessaloni SKG
07/06/19; Ryanair; 0; 28.99; 19:05; Greece; Thessaloni SKG; 21:15; Stockholm NYOStockholm (Skavsta) NYO
14/06/19; Ryanair; 1; 9.84; 06:35; Stockholm NYOStockholm (Skavsta) NYO; 12:45; Thessaloni SKG
14/06/19; Ryanair; 1; 10.01; 09:30; Greece; Warsaw WMIWarsaw (Modlin) WMI; 08:05; Warsaw WMIWarsaw (Modlin) WMI FR7011
09/10/19; easyJet; 1; 13.68; 10:25; Greece; Mikonos JMK; 12:05; Milan MXPMilan (Malpensa) MXP
16/10/19; easyJet; 0; 15.25; 06:00; Greece; Milan MXPMilan (Malpensa) MXP; 09:35; Mikonos JMK
11/05/19; easyJet; 0; 13.68; 23:00; Greece; Corfu CFU; 23:55; Milan MXPMilan (Malpensa) MXP
15/05/19; easyJet; 0; 15.25; 12:15; Greece; Milan MXPMilan (Malpensa) MXP; 15:10; Corfu CFU
22/05/19; Ryanair; 0; 24.47; 17:50; Greece; Chania CHQ; 19:45; Bucharest OTPBucharest (Otopeni) OTP
29/05/19; Ryanair; 0; 24.47; 15:05; Greece; Bucharest OTPBucharest (Otopeni) OTP; 17:00; Chania CHQ
14/05/19; Ryanair; 0; 17.99; 20:10; Greece; Thessaloni SKG; 22:10; Brussels CRLBrussels (Charleroi) CRL
21/05/19; Ryanair; 1; 12.99; 06:20; Brussels CRLBrussels (Charleroi) CRL; 11:50; Thessaloni SKG
21/05/19; Ryanair; 1; 17.99; 08:45; Greece; Milan BGYMilan (Bergamo) BGY; 07:50; Milan BGYMilan (Bergamo) BGY FR4522
23/05/19; Ryanair; 1; 19.99; 06:30; Greece; Athens ATH; 22:10; Billund BLL
28/05/19; Ryanair; 0; 15.02; 55 Bi; Greece; lund BLL; 22:10; Billund BLL FR5178
24/05/19; Ryanair; 0; 14.60; 35 Th; Greece; ssaloni SKG; 23:15; Athens ATH FR4935
29/05/19; Ryanair; 1; 23.65; 45 Ma; ta MLA; 10:20; Malta MLA FR8293
29/05/19; Ryanair; 1; 12.99; 12:45; Greece; Malta MLA; 23:00; Thessaloni SKG
10/10/19; Ryanair; 1; 12.99; 10 Th; Greece; ssaloni SKG; 23:00; Thessaloni SKG FR9974
17/10/19; Ryanair; 0; 24.99; 30 Kr; Greece; kow KRK; 18:10; Krakow KRK FR2778
02/10/19; Ryanair; 0; 24.75; 15 At; Greece; ens ATH; 16:30; Thessaloni SKG FR2777
09/10/19; Ryanair; 0; 24.99; 10 Rz; Greece; szow RZERzeszow-Jasionka RZE; 15:45; Rzeszow RZERzeszow-Jasionka RZE FR4899
07/06/19; Ryanair; 0; 24.75; 00 At; Greece; ens ATH; 19:40; Athens ATH FR4900
14/06/19; Ryanair; 0; 24.99; 15 Ma; Greece; rakech RAK; 14:20; Marrakech RAK FR5118
18/09/19; Ryanair; 0; 24.87; 25 Co; Greece; fu CFU; 12:35; Athens ATH FR5119
25/09/19; Ryanair; 0; 24.99; 20 Pi; Greece; a PSA; 21:10; Pisa PSA FR2729
22/10/19; Ryanair; 0; 24.99; 25 Th; Greece; ssaloni SKG; 20:00; Corfu CFU FR2728
28/10/19; Ryanair; 0; 24.99; 00 Me; Greece; mingen FMM; 13:35; Memmingen FMM FR1879
30/04/19; Ryanair; 0; 24.99; 50 Co; Greece; fu CFU; 19:10; Thessaloni SKG FR1878
07/05/19; Ryanair; 0; 35.08; 25 Lo; Greece; don SENLondon (Southend) SEN; 19:50; London SENLondon (Southend) SEN FR2710
16/10/19; Ryanair; 0; 15.02; 45 Th; Greece; ssaloni SKG; 18:25; Corfu CFU FR2709
20/10/19; Ryanair; 0; 19.97; 50 Ch; Greece; nia CHQ; 21:05; Chania CHQ FR5335
06/05/19; Ryanair; 0; 30.49; 55 Co; Greece; fu CFU; 23:10; Thessaloni SKG FR5336
13/05/19; Ryanair; 0; 22.98; 55 Co; Greece; ogne CGNCologne-Bonn CGN; 21:30; Cologne CGNCologne-Bonn CGN FR8055
22/05/19; Ryanair; 1; 27.73; 50 Th; ssaloni SKG; 19:25; Corfu CFU FR8056
22/05/19; Ryanair; 1; 17.99; 07:50; Greece; Thessaloni SKG; 21:45; Cologne CGNCologne-Bonn CGN
29/05/19; Ryanair; 1; 9.99; 00 Co; Greece; ogne CGNCologne-Bonn CGN; 21:45; Cologne CGNCologne-Bonn CGN FR5531
29/05/19; Ryanair; 0; 9.99; 20:05; Greece; Bologna BLQ; 13:40; Bologna BLQ FR1602
05/06/19; Ryanair; 1; 12.99; 18:30; Thessaloni SKG; 20:00; Berlin SXFBerlin (Schonefeld) SXF
05/06/19; Ryanair; 1; 14.99; 25 Be; Greece; lin SXFBerlin (Schonefeld) SXF; 20:00; Berlin SXFBerlin (Schonefeld) SXF FR1147
29/05/19; Ryanair; 1; 17.99; 20:05; Greece; Bologna BLQ; 13:10; Bologna BLQ FR136
05/06/19; Ryanair; 0; 17.99; 07:50; Greece; Thessaloni SKG; 11:25; Vienna VIE
31/05/19; Ryanair; 1; 17.99; 15 Vi; nna VIE; 11:25; Vienna VIE OE1319
31/05/19; Laudamotion; 1; 7.99; 18:15; Greece; Vienna VIE; 21:05; Thessaloni SKG
05/06/19; Wizz Air; 1; 24.99; 07:50; Greece; Thessaloni SKG; 23:59; Milan BGYMilan (Bergamo) BGY
28/05/19; Ryanair; 0; 17.99; 20 Mi; Greece; an BGYMilan (Bergamo) BGY; 23:59; Milan BGYMilan (Bergamo) BGY FR3899
02/06/19; Ryanair; 0; 13.08; 55 He; Greece; aklion HER; 12:25; Thessaloni SKG FR4774
14/05/19; Ryanair; 0; 19.99; 30 Vi; Greece; nna VIE; 09:35; Vienna VIE OE9125
21/05/19; Laudamotion; 0; 14.99; 20 Co; Greece; fu CFU; 07:55; Heraklion HER OE9124
19/05/19; Laudamotion; 0; 36.71; 50 Du; Greece; sseldor DUS; 18:55; Duesseldor DUS OE161
26/05/19; Laudamotion; 0; 31.81; 40 Pr; Greece; veza PVKPreveza-Lefkas PVK; 16:25; Corfu CFU OE160
17/06/19; Laudamotion; 0; 19.99; 15 Be; Greece; lin TXLBerlin (Tegel) TXL; 13:30; Berlin TXLBerlin (Tegel) TXL U25672
23/06/19; easyJet; 0; 13.68; 35 At; Greece; ens ATH; 10:55; Preveza PVKPreveza-Lefkas PVK U25671
15/05/19; easyJet; 0; 18.15; 30 Bu; Greece; apest BUD; 23:35; Budapest BUD FR1242
21/05/19; Ryanair; 1; 22.98; 00 Co; fu CFU; 09:30; Athens ATH FR1243
21/05/19; Ryanair; 1; 28.97; 20:00; Greece; Corfu CFU; 21:15; London STNLondon (Stansted) STN
29/10/19; Ryanair; 1; 19.99; 07:30; Greece; London STNLondon (Stansted) STN; 18:50; Corfu CFU
05/11/19; Ryanair; 0; 17.33; 55 Th; Greece; ssaloni SKG; 18:50; Corfu CFU FR4164
26/04/19; Ryanair; 0; 14.99; 40 Ei; Greece; dhoven EIN; 19:00; Eindhoven EIN FR1818
03/05/19; Ryanair; 0; 22.98; 25 Co; Greece; fu CFU; 23:30; Thessaloni SKG FR1819
07/05/19; Ryanair; 0; 29.57; 40 Po; Greece; nan POZ; 17:45; Poznan POZ FR8071
14/05/19; Ryanair; 0; 26.10; 30 Rh; Greece; des RHO; 16:00; Corfu CFU FR8072
05/06/19; Ryanair; 0; 26.49; 35 Ro; Greece; e FCORome (Fiumicino) FCO; 20:05; Rome FCORome (Fiumicino) FCO FR5367
12/06/19; Ryanair; 0; 37.63; 40 At; Greece; ens ATH; 18:05; Rhodes RHO FR5366
28/05/19; Ryanair; 1; 14.99; 15 Br; tislava BTS; 09:50; Bratislava BTS FR1246
28/05/19; Ryanair; 1; 17.99; 10:15; Greece; Bratislava BTS; 13:25; Athens ATH
05/06/19; Ryanair; 1; 34.67; 09:10; Greece; Thessaloni SKG; 14:20; Bologna BLQ
24/05/19; Ryanair; 0; 19.99; 05 Bo; Greece; ogna BLQ; 14:20; Bologna BLQ FR4304
31/05/19; Ryanair; 0; 14.99; 05 At; Greece; ens ATH; 23:00; Thessaloni SKG FR9974
15/05/19; Ryanair; 1; 17.99; 05 Wr; claw WRO; 15:40; Wroclaw WRO FR4936
15/05/19; Ryanair; 1; 19.99; 16:05; Greece; Wroclaw WRO; 19:40; Athens ATH
22/05/19; Ryanair; 1; 33.11; 13:15; Greece; Thessaloni SKG; 16:50; London STNLondon (Stansted) STN
19/10/19; Ryanair; 0; 17.99; 00 Lo; Greece; don STNLondon (Stansted) STN; 16:50; London STNLondon (Stansted) STN FR3676
26/10/19; Ryanair; 0; 7.99; 15:30; Greece; Bremen BRE; 10:25; Bremen BRE FR9509
01/05/19; Ryanair; 0; 9.24; 11:20; Greece; Santorini JTR; 13:05; Milan MXPMilan (Malpensa) MXP
05/05/19; Ryanair; 0; 17.99; 07:00; Greece; Milan MXPMilan (Malpensa) MXP; 10:40; Santorini JTR
16/10/19; easyJet; 0; 18.23; 11:55; Greece; Rhodes RHO; 14:55; Stockholm NYOStockholm (Skavsta) NYO
23/10/19; easyJet; 0; 15.25; 14:15; Greece; Stockholm NYOStockholm (Skavsta) NYO; 19:05; Rhodes RHO
01/06/19; Ryanair; 0; 24.99; 07:00; Greece; Athens ATH; 08:50; London STNLondon (Stansted) STN
08/06/19; Ryanair; 0; 28.58; 18:20; Greece; London STNLondon (Stansted) STN; 23:59; Athens ATH
14/05/19; Ryanair; 0; 24.99; 18:45; Greece; Kalamata KLX; 20:30; London STNLondon (Stansted) STN
21/05/19; Ryanair; 0; 28.89; 12:45; Greece; London STNLondon (Stansted) STN; 18:20; Kalamata KLX
24/10/19; Ryanair; 0; 24.99; 13:00; Greece; Corfu CFU; 14:25; Birmingham BHX
30/10/19; Ryanair; 0; 28.89; 07:10; Greece; Birmingham BHX; 12:25; Corfu CFU
28/04/19; Ryanair; 0; 19.99; 21:45; Greece; Athens ATH; 23:30; Warsaw WMIWarsaw (Modlin) WMI
05/05/19; Ryanair; 0; 33.95; 19:40; Greece; Warsaw WMIWarsaw (Modlin) WMI; 23:20; Athens ATH
05/05/19; Ryanair; 0; 29.57; 09:30; Greece; Rhodes RHO; 11:10; Vienna VIE
12/05/19; Ryanair; 0; 24.75; 05:30; Greece; Vienna VIE; 09:05; Rhodes RHO
30/04/19; Laudamotion; 0; 29.37; 08:50; Greece; Corfu CFU; 09:40; Vienna VIE
07/05/19; Laudamotion; 1; 24.99; 05:30; Vienna VIE; 08:20; Corfu CFU
07/05/19; Laudamotion; 1; 39.46; 25 Ch; Greece; nia CHQ; 08:20; Corfu CFU OE1034
29/05/19; Laudamotion; 1; 14.99; 50 Ma; Greece; chester MAN; 22:50; Manchester MAN FR2822
05/06/19; Ryanair; 0; 19.99; 15:10; Greece; Brussels CRLBrussels (Charleroi) CRL; 10:15; Brussels CRLBrussels (Charleroi) CRL FR3238
23/05/19; Ryanair; 0; 11.55; 09:45; Greece; Athens ATH; 11:10; Bologna BLQ
28/05/19; Ryanair; 0; 22.99; 11:35; Greece; Bologna BLQ; 14:45; Athens ATH
30/05/19; Ryanair; 0; 17.99; 21:00; Greece; Thessaloni SKG; 22:55; Dusseldorf NRNDusseldorf (Weeze) NRN
06/06/19; Ryanair; 0; 36.71; 16:50; Greece; Dusseldorf NRNDusseldorf (Weeze) NRN; 20:35; Thessaloni SKG
02/06/19; Ryanair; 0; 19.99; 09:45; Greece; Athens ATH; 10:45; Rhodes RHO
06/06/19; Ryanair; 0; 34.87; 15:40; Greece; Rhodes RHO; 16:45; Athens ATH
22/05/19; Volotea; 0; 35.97; 10:15; Greece; Rhodes RHO; 11:20; Athens ATH
29/05/19; Volotea; 1; 19.00; 14:15; Athens ATH; 15:15; Rhodes RHO
29/05/19; Volotea; 1; 19.00; 40 At; Greece; ens ATH; 15:15; Rhodes RHO V74266
18/05/19; Volotea; 1; 35.97; 30 Ro; Greece; e CIARome (Ciampino) CIA; 10:35; Rome CIARome (Ciampino) CIA FR1199
22/05/19; Ryanair; 0; 17.99; 13:45; Greece; Bucharest OTPBucharest (Otopeni) OTP; 09:35; Bucharest OTPBucharest (Otopeni) OTP FR3956
26/05/19; Ryanair; 0; 14.99; 14:00; Greece; Thessaloni SKG; 19:45; Brussels CRLBrussels (Charleroi) CRL
03/06/19; Ryanair; 0; 22.02; 45 Br; Greece; ssels CRLBrussels (Charleroi) CRL; 19:45; Brussels CRLBrussels (Charleroi) CRL W62283
28/04/19; Ryanair; 0; 17.99; 20 At; Greece; ens ATH; 20:30; Thessaloni SKG FR6446
02/05/19; Wizz Air; 0; 9.34; 30 Te; Greece;  Aviv-Y TLVTel Aviv-Yafo (Ben Gurion) TLV; 09:25; Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion) TLV FR2823
16/05/19; Ryanair; 1; 27.73; 25 Co; fu CFU; 23:50; Athens ATH FR2824
16/05/19; Ryanair; 1; 24.47; 12:25; Greece; Corfu CFU; 13:45; East Midla EMA
22/05/19; Ryanair; 1; 30.59; 09:10; Greece; East Midla EMA; 14:25; Corfu CFU
09/05/19; Ryanair; 0; 14.99; 10:50; Greece; Thessaloni SKG; 15:25; Bari BRI
16/05/19; Ryanair; 0; 40.31; 45 Ba; Greece; i BRI; 15:25; Bari BRI FR5214
06/07/19; Ryanair; 0; 12.99; 18:05; Greece; Vienna VIE; 14:20; Vienna VIE W62822
13/07/19; Ryanair; 0; 9.99; 18:55; Greece; Mikonos JMK; 21:00; Frankfurt FRA
06/06/19; Wizz Air; 0; 14.99; 14:35; Greece; Frankfurt FRA; 18:30; Mikonos JMK
11/06/19; Wizz Air; 0; 17.49; 15:05; Greece; Rhodes RHO; 16:10; Catania CTA
23/05/19; Ryanair; 0; 27.73; 11:15; Greece; Catania CTA; 14:20; Rhodes RHO
27/05/19; Ryanair; 0; 27.73; 14:40; Greece; Thessaloni SKG; 16:30; Hamburg HAM
21/04/19; Ryanair; 0; 24.99; 15:20; Greece; Hamburg HAM; 19:10; Thessaloni SKG
28/04/19; Ryanair; 0; 30.59; 11:55; Greece; Athens ATH; 14:00; Frankfurt FRA
31/05/19; Ryanair; 0; 22.99; 06:50; Greece; Frankfurt FRA; 10:45; Athens ATH
07/06/19; Ryanair; 0; 32.63; 15:40; Greece; Chania CHQ; 18:00; Bristol BRS
20/06/19; Ryanair; 0; 17.99; 09:15; Greece; Bristol BRS; 15:15; Chania CHQ
27/06/19; Ryanair; 0; 37.63; 09:45; Greece; Athens ATH; 11:15; Genova GOA
05/06/19; Ryanair; 0; 38.34; 06:00; Greece; Genova GOA; 09:20; Athens ATH
09/06/19; Ryanair; 1; 17.33; 21:35; Athens ATH; 23:05; Verona VRN
09/06/19; Volotea; 1; 29.00; 50 Ve; Greece; ona VRN; 23:05; Verona VRN V71693
07/06/19; Volotea; 1; 26.72; 50 At; Greece; ens ATH; 21:10; Athens ATH V71692
14/06/19; Volotea; 0; 29.00; 10 Mi; Greece; an BGYMilan (Bergamo) BGY; 23:25; Milan BGYMilan (Bergamo) BGY FR1260
02/10/19; Volotea; 0; 26.72; 20:40; Greece; Katowice KTW; 17:00; Katowice KTW FR5426
09/10/19; Ryanair; 0; 22.99; 19:20; Greece; Athens ATH; 19:55; Bari BRI
05/12/19; Ryanair; 0; 12.99; 17:10; Greece; Bari BRI; 19:40; Athens ATH
12/12/19; Ryanair; 0; 19.85; 08:20; Greece; Thessaloni SKG; 10:15; Copenhagen CPH
20/06/19; Volotea; 0; 30.83; 10:40; Greece; Copenhagen CPH; 14:35; Thessaloni SKG
27/06/19; Volotea; 0; 26.72; 11:25; Greece; Athens ATH; 13:55; Brussels CRLBrussels (Charleroi) CRL
26/06/19; Ryanair; 0; 28.99; 06:50; Greece; Brussels CRLBrussels (Charleroi) CRL; 11:00; Athens ATH
03/07/19; Ryanair; 0; 28.93; 19:45; Greece; Zakinthos ZTH; 20:25; Palermo PMO
16/10/19; Ryanair; 0; 28.99; 16:50; Greece; Palermo PMO; 19:20; Zakinthos ZTH
22/10/19; Ryanair; 0; 28.99; 19:50; Greece; Athens ATH; 20:45; Heraklion HER
15/05/19; Volotea; 0; 29.00; 21:10; Greece; Heraklion HER; 22:05; Athens ATH
22/05/19; Volotea; 0; 29.00; 10:00; Greece; Athens ATH; 11:45; Larnaca LCA
14/05/19; Volotea; 0; 39.05; 07:30; Greece; Larnaca LCA; 09:15; Athens ATH
19/05/19; Volotea; 0; 19.00; 21:50; Greece; Thessaloni SKG; 23:10; Stuttgart STR
02/10/19; Blue Air; 0; 29.99; 17:55; Greece; Stuttgart STR; 21:10; Thessaloni SKG
06/10/19; Blue Air; 0; 29.99; 11:25; Greece; Thessaloni SKG; 12:35; Munich MUC
23/10/19; Eurowings; 0; 29.99; 05:50; Greece; Munich MUC; 08:55; Thessaloni SKG
